"","run","perc.vector","perc.host","num.tsetse","trans"
"80.23",595,0.325703725134465,1.28251823702834,35.1644713359085,3000
"80.24",595,0.282941088727989,0.408951931382448,11.816910959774,4000
"80.25",595,0.245347944465257,0.127401704596396,3.97172541066073,5000
"81.10",608,0.599445484229174,22.666408199226,3778.09038634456,-10000
"81.11",608,0.585663826762168,22.2036269005998,3684.96654728447,-9000
"81.12",608,0.568946244859499,21.6151878836312,3567.76276625504,-8000
"81.13",608,0.548879381406238,20.8678452475762,3420.89635536861,-7000
"81.14",608,0.525086387914563,19.9200465317716,3237.74372978631,-6000
"81.15",608,0.497298260160061,18.7210227427388,3010.64837787146,-5000
"81.16",608,0.465465473537777,17.2109847321122,2731.09812516276,-4000
"81.17",608,0.429924505402684,15.3232676374234,2390.21497071425,-3000
"81.18",608,0.391635050056306,12.9881547781651,1979.79334377157,-2000
"81.19",608,0.352498235520231,10.1332507307838,1494.26600482254,-1000
"81.20",608,0.315647820231954,6.66373886730877,934.189595824941,0
"81.21",608,0.281829659463581,2.39138955998313,312.130039495921,1000
"81.22",608,0.246937974455441,0.782116024267753,104.692536531399,2000
"81.23",608,0.214806059037396,0.245575260079742,35.1644713359084,3000
"81.24",608,0.18636083936921,0.0754907577552295,11.816910959774,4000
"81.25",608,0.161529016516516,0.0228882418037704,3.97172541066073,5000
"82.10",615,0.547838327599408,33.2280743519352,3778.09038634456,-10000
"82.11",615,0.533589108562585,32.4165928962401,3684.96654728447,-9000
"82.12",615,0.516547583654469,31.4031456339494,3567.76276625504,-8000
"82.13",615,0.496402817072347,30.142204987774,3420.89635536861,-7000
"82.14",615,0.472905445880529,28.5799462790353,3237.74372978631,-6000
"82.15",615,0.445932123187481,26.6546466455664,3010.64837787147,-5000
"82.16",615,0.415578045211704,24.2984144914371,2731.09812516276,-4000
"82.17",615,0.382285839892843,21.4401269766624,2390.21497071425,-3000
"82.18",615,0.34702259849937,18.007314633632,1979.79334377157,-2000
"82.19",615,0.311520989746647,13.9199100921372,1494.26600482254,-1000
"82.20",615,0.278511421599026,9.06181318415867,934.189595824942,0
"82.21",615,0.248548553562245,3.21274692647864,312.130039495922,1000
"82.22",615,0.217756047470632,1.0552822586651,104.692536531399,2000
"82.23",615,0.189425662744061,0.335954010704755,35.1644713359085,3000
"82.24",615,0.164348265203056,0.105328586535971,11.816910959774,4000
"82.25",615,0.142454562871303,0.0326899062099756,3.97172541066073,5000
"83.10",616,1.48129618517212,10.8791763723698,3778.09038634456,-10000
"83.11",616,1.47505446109071,10.8682496355247,3684.96654728447,-9000
"83.12",616,1.46732443119023,10.8537435876289,3567.76276625504,-8000
"83.13",616,1.45780067488786,10.8342537752704,3420.89635536861,-7000
"83.14",616,1.44612560908281,10.80762498999,3237.74372978631,-6000
"83.15",616,1.4318846021102,10.7703905009832,3010.64837787147,-5000
"83.16",616,1.41460061689751,10.7166229967964,2731.09812516276,-4000
"83.17",616,1.39372580606874,10.6353259352722,2390.21497071425,-3000
"83.18",616,1.36861828044095,10.5036149080111,1979.79334377157,-2000
"83.19",616,1.33843937275479,10.2647932150921,1494.26600482254,-1000
"83.20",616,1.30144351662139,9.72911516091136,934.189595824943,0
"83.21",616,1.2421458800939,7.62322540693331,312.130039495922,1000
"83.22",616,1.14343801537997,4.57055578428075,104.692536531399,2000
"83.23",616,1.02035938643367,2.03736207621541,35.1644713359085,3000
"83.24",616,0.894766485984175,0.744348266765189,11.816910959774,4000
"83.25",616,0.778693290624416,0.247189626587169,3.97172541066073,5000
"84.10",623,1.35199089882822,46.2630867349882,3778.09038634456,-10000
"84.11",623,1.33890100235473,45.9321761657939,3684.96654728447,-9000
"84.12",623,1.32248102413086,45.4973134853586,3567.76276625504,-8000
"84.13",623,1.30196615783765,44.921462151033,3420.89635536861,-7000
"84.14",623,1.27644460052943,44.1509513211937,3237.74372978631,-6000
